"sitename","means","country","stats"
"Sovetskaya Gavan",-0.0213681297924806,"Russia","new"
"Spasskaya Pad (experimental forest)",-0.0239766966472625,"Russia","existing"
"Spasskaya Pad, Larch",-0.0194635837944874,"Russia","existing"
"Srednekolymsk",-0.0127387771177885,"Russia","new"
"St-Augustin",-0.00621988984679969,"Canada","new"
"St. Anthony",-0.00620650677456075,"Canada","new"
"St. John's",-0.00530591714422269,"Canada","new"
"St. Petersburg",-0.00962575247966056,"Russia","new"
"Starorybnoye",-0.00556065554047064,"Russia","new"
"Steinkjer",-0.0121177266164248,"Kingdom of Norway","new"
"Stony Rapids",-0.0154822707510372,"Canada","new"
"Stordalen Grassland Mire",-0.00510459990636991,"Sweden","existing"
"Stordalen forest",-0.00499270064222749,"Sweden","existing"
"Strelka",-0.0160064404982752,"Russia","new"
"Strezhevoy",-0.00218979353802018,"Russia","new"
"Sudurnes Science and Learning Center",-0.00850048630687957,"Iceland","new"
"Sundsvall",-0.00612144114718068,"Sweden","new"
"Suntar",-0.0145581692535814,"Russia","new"
"Surgut",-0.000904431615291043,"Russia","new"
"Susuman",-0.0451673089257413,"Russia","new"
"Svartberget",-0.00671120029008333,"Sweden","existing"
"Svartberget tall tower 60m",-0.00671120029008333,"Sweden","existing"
"Svartberget tall tower 85m",-0.00671120029008333,"Sweden","existing"
"Svetogorsk",-0.0116262897303075,"Russia","new"
"Taksimo",-0.0161670255323955,"Russia","new"
"Talkeetna",-0.00937589932003296,"United States","new"
"Taloyoak",-0.00749476127445349,"Canada","new"
"Tanacross",-0.0172705577124305,"United States","new"
"Tanana",-0.00284509909994308,"United States","new"
"Tasiilaq",-0.00568058885679337,"Denmark","new"
"Tasiusaq",-0.0299805270061979,"Denmark","new"
"Tayshet",-0.00183822647710044,"Russia","new"
"Tazovsky",-0.00226534041081148,"Russia","new"
"Terbyas",-0.0233611901015632,"Russia","new"
"Tervalamminsuo",-0.00349665086180666,"Finland","existing"
"The Arctic Research Station (former Labytnangi Ecological Research Station)",-0.00253689042122371,"Russia ","new"
"The Pas",-0.00243188507656494,"Canada","new"
"Tikhvin",-0.00289514375643291,"Russia","new"
"Timmiarmiut",-0.00728907969452722,"Denmark","new"
"Tobolsk",-0.0162808954295348,"Russia","new"
"Togiak",-0.00540365448470859,"United States","new"
"Toolik Lake (Wetland)",-0.00105541126696467,"USA","existing"
"Trail Valley Creek (lakeside)",-0.00073181464818251,"Canada","existing"
"Trail Valley Creek (tall)",-0.000617663534231425,"Canada","existing"
"Trepassey",-0.00601326301601399,"Canada","new"
"Trondheim",-0.00924090194076294,"Kingdom of Norway","new"
"Trout River",-0.0047393346263894,"Canada","new"
"Tukchi",-0.00872289647233211,"Russia","new"
"Tunguskhaya",-0.0486323516930304,"Russia","new"
"Tununak",-0.00544698776723007,"United States","new"
"Tura",-0.0627470164748687,"Russia","existing"
"Turukhansk",-0.0146984555614537,"Russia","new"
"Tver",-0.00686621263974677,"Russia","existing"
"Tynda",-0.036635814053319,"Russia","new"
"Tønsberg",-0.00701388269165422,"Kingdom of Norway","new"
"UCI-1850 burn site",-0.0176282800713416,"Canada","existing"
"UCI-1930 burn site",-0.019325901771778,"Canada","existing"
"UCI-1964 burn site",-9.09207153429226e-05,"Canada","existing"
"UCI-1964 burn site wet",-9.09207153429226e-05,"Canada","existing"
"UCI-1981 burn site",-0.0220928640477834,"Canada","existing"
"UCI-1989 burn site",-0.0231004365145518,"Canada","existing"
"UCI-1998 burn site",-0.0310654323034461,"Canada","existing"
"UCI-2003 burn site",-0.00264412802284534,"Canada","existing"
"Uapishka Research Station",-0.0158464853229711,"Canada","new"
"Udachnyy",-0.046743362774814,"Russia","new"
"Udleg Forest Research Station",-0.00353772581460593,"Mongolia","existing"
"Uglegorsk",-0.00554750237876086,"Russia","new"
"Ugolnye Kopi",-0.00237147328614127,"Russia","new"
"Ukhta",-0.0015326539893151,"Russia","new"
"Ulkan",-0.00819441651200316,"Russia","new"
"Umba",-0.010239261772834,"Russia","new"
"Umiujaq",-0.0132245519239484,"Canada","existing"
"Unalakleet",-0.0051040204031951,"United States","new"
"Unalaska",-0.00674833071470267,"United States","new"
"Upad",-0.00116622447992102,"USA","existing"
"Uranium City",-0.0231961993608805,"Canada","new"
"Uray",-0.00331846193403019,"Russia","new"
"Usinsk",-0.0134655334770059,"Russia","new"
"Ust Kut",-0.0303415572084579,"Russia","new"
"Ust Kuyga",-0.0502623815956336,"Russia","new"
"Ust Nera",-0.0287066821616942,"Russia","new"
"Ust Pojeg",-0.00665342238334739,"Russia","existing"
"Ust-Ulimsk",-0.0177027572453749,"Russia","new"
"Uteshevo",-0.00296634724212155,"Russia","existing"
"Utikuma Region, Northern Study Area",-0.0243509127147607,"Canada","existing"
"Utkholok",-0.0237254490497216,"Russia","new"
"Uummannaq",-0.0258345305056846,"Denmark","new"
"Vaasa",-0.0127295195566513,"Finland","new"
"Vadsø",-0.0122058730023229,"Kingdom of Norway","new"
"Vaerrioe",-0.00592014758972972,"Finland","existing"
"Val d'Or",-0.00473256769071408,"Canada","new"
"Valdez",-0.00856214157480259,"United States","new"
"Vallanes",-0.00856981545762921,"Iceland","existing"
"Vanino",-0.0157982108060632,"Russia","new"
"Varnek",-0.00426234048493312,"Russia","new"
"Velikiy Ustyug",-0.00157281249643409,"Russia","new"
"Velsk",-0.0017741121051629,"Russia","new"
"Verkhnevilyuysk",-0.000492959844080567,"Russia","new"
"Verkhniy Ufaley",-0.00340743405621451,"Russia","new"
"Verkhnyaya Salda",-0.00190791714585249,"Russia","new"
"Verkhoyansk",-0.0144918801894528,"Russia","new"
"Vichuga",-0.00410651868380982,"Russia","new"
"Vikhorevka",-0.00141245816716631,"Russia","new"
"Villum Research Station (VRS)",-0.025079549911379,"Greenland (Denmark)","new"
"Vilyuysk",-0.00100698990749504,"Russia","new"
"Vitim",-0.0413659845920552,"Russia","new"
"Volkhov",-0.00988185274299451,"Russia","new"
"Vologda",-0.0013829175042512,"Russia","new"
"Vyborg",-0.00215133455656044,"Russia","new"
"Wales",-0.0117122225516321,"United States","new"
"Wasilla",-0.00186163583391015,"United States","new"
"Watson Lake",-0.0123144714032393,"Canada","new"
"Wawa",-0.0157620151664771,"Canada","new"
"Willem Barentsz Biological Station",-0.00276471953828251,"Russia","new"
"Wiseman",-0.042915082034188,"United States","new"
"Wolf Creek Buckbrush",-0.0108914346138048,"Canada","existing"
"Wolf Creek Forest",-0.0136238339963075,"Canada","existing"
"Wolf Creek Sparse Shrub",-0.00924696143172936,"Canada","existing"
"Wolf Creek Upper Forest",-0.0180003004402373,"Canada","existing"
"Yakutsk-Larch",-0.0230396527564001,"Russia","existing"
"Yakutsk-Pine",-0.0247628027781607,"Russia","existing"
"Yamburg",-0.00430827038794681,"Russia","new"
"Yaroslavl",-0.00141781794702593,"Russia","new"
"Yekaterinburg",-0.000913841141101865,"Russia","new"
"Yellowknife",-0.0158995960204436,"Canada","new"
"Yeniseysk",-0.00358279142841486,"Russia","new"
"Yerema",-0.00685390142176223,"Russia","new"
"Yessey",-0.0592302856121343,"Russia","new"
"Yoshkar Ola",-0.000967142003526992,"Russia","new"
"Yuzhno Sakhalinsk",-0.00243043342254691,"Russia","new"
"ZOTTO bog (old)",-0.0157578740112799,"Russia","existing"
"ZOTTO forest (old)",-0.034721452599386,"Russia","existing"
"ZOTTO-Bog EC",-0.0144427545090408,"Russia","existing"
"ZOTTO-Fen EC",-0.0152399224694216,"Russia","existing"
"ZOTTO-Forest EC",-0.034721452599386,"Russia","existing"
"Zackenberg, Fen",-0.019882966044594,"Greenland","existing"
"Zackenberg, Heath",-0.0218265887181245,"Greenland","existing"
"Zemlya Bunge",-0.0103656771201055,"Russia","new"
"Zheleznogorsk Ilimskiy",-0.0139196124699727,"Russia","new"
"Zhigansk",-0.00795946971628101,"Russia","new"
"Zhilinda",-0.0475315332292038,"Russia","new"
"Zima",-0.00151862159804403,"Russia","new"
"Zlatoust",-0.0110967942001644,"Russia","new"
"Zotino East, Birch Stand",-0.00638850681492319,"Russia","existing"
"Zotino East, Mixed Stand",-0.00867923825399332,"Russia","existing"
"Zotino East, Pole Stand",-0.0105996149023707,"Russia","existing"
"Zotino forest West (old)",-0.0209129483415784,"Russia","existing"
"Zvëzdnyj",-0.0148118532235317,"Russia","new"
"Zyryanka",-0.00973278082608985,"Russia","new"
"Ålesund",-0.00550141936823723,"Kingdom of Norway","new"
"Ísafjörður",-0.0122207904930035,"Iceland","new"
"Östersund",-0.00688383511665031,"Sweden","new"
