"sitename","means","country","type"
"Tayshet",-0.00107958764780194,"Russia","NA__NA"
"Tazovsky",-0.00179312220194027,"Russia","NA__NA"
"Terbyas",-0.00366163117094458,"Russia","NA__NA"
"The Arctic Research Station (former Labytnangi Ecological Research Station)",-0.00181190953737845,"Russia","NA__NA"
"The Pas",-0.0018548920191935,"Canada","NA__NA"
"Tikhvin",-0.000110990129512545,"Russia","NA__NA"
"Timmiarmiut",-0.00195486053912149,"Greenland","NA__NA"
"Tobolsk",-0.0086021681269048,"Russia","NA__NA"
"Togiak",-0.00237642052450805,"United States","NA__NA"
"Toolik Lake (Wetland)",-0.000481622800171464,"United States","inactive__Summer"
"Trepassey",-0.000677578326970075,"Canada","NA__NA"
"Trondheim",-0.00173234033032964,"Norway","NA__NA"
"Trout River",-0.000288838878485166,"Canada","NA__NA"
"Tukchi",-0.00175966228141838,"Russia","NA__NA"
"Tunguskhaya",-0.0232807881673735,"Russia","NA__NA"
"Tununak",-0.000600515692641875,"United States","NA__NA"
"Turukhansk",-0.000659265489953881,"Russia","NA__NA"
"Tver",-0.00330491707379748,"Russia","inactive__Summer"
"Tynda",-0.0176221759803108,"Russia","NA__NA"
"Tønsberg",-0.00067794126396203,"Norway","NA__NA"
"UCI-1850 burn site",-0.00697629641911933,"Canada","inactive__Summer"
"UCI-1930 burn site",-0.00795143867975551,"Canada","inactive__Summer"
"UCI-1964 burn site",-7.79193634582882e-05,"Canada","inactive__Summer"
"UCI-1964 burn site wet",-7.79193634582882e-05,"Canada","inactive__Summer"
"UCI-1981 burn site",-0.00754507993134462,"Canada","inactive__Summer"
"UCI-1989 burn site",-0.0101684650721361,"Canada","inactive__Summer"
"UCI-1998 burn site",-0.0103786884248949,"Canada","inactive__Summer"
"UCI-2003 burn site",-0.00116147880234032,"Canada","inactive__Summer"
"Uapishka Research Station",-0.00736718689424385,"Canada","NA__NA"
"Udachnyy",-0.0194722175987488,"Russia","NA__NA"
"Uglegorsk",-0.000385201259833019,"Russia","NA__NA"
"Ugolnye Kopi",-0.001649337126478,"Russia","NA__NA"
"Ukhta",-0.000449960061751605,"Russia","NA__NA"
"Ulkan",-0.00138315137281823,"Russia","NA__NA"
"Umba",-0.00113917383738439,"Russia","NA__NA"
"Umiujaq",-0.00360936258207412,"Canada","inactive__Summer"
"Unalakleet",-0.0031367693398884,"United States","NA__NA"
"Unalaska",-0.00158268868161336,"United States","NA__NA"
"Upad",-0.00059683589984311,"United States","inactive__Summer"
"Uranium City",-0.00307587435068585,"Canada","NA__NA"
"Uray",-0.0018651292624741,"Russia","NA__NA"
"Usinsk",-0.00186780312804994,"Russia","NA__NA"
"Ust Kut",-0.0127657464299255,"Russia","NA__NA"
"Ust Kuyga",-0.0290011919198916,"Russia","NA__NA"
"Ust Nera",-0.0154768109027961,"Russia","NA__NA"
"Ust Pojeg",-0.000968133287627296,"Russia","inactive__Summer"
"Ust-Ulimsk",-0.00152160447446863,"Russia","NA__NA"
"Uteshevo",-0.0023581864475861,"Russia","inactive__Summer"
"Utikuma Region, Northern Study Area",-0.0093495214391584,"Canada","inactive__Summer"
"Utkholok",-0.00971825285282397,"Russia","NA__NA"
"Uummannaq",-0.00457272665885548,"Greenland","NA__NA"
"Vaasa",-0.00105594178646151,"Finland","NA__NA"
"Vadsø",-0.00189335468160785,"Norway","NA__NA"
"Val d'Or",-0.000325154102778633,"Canada","NA__NA"
"Valdez",-0.00148160981866962,"United States","NA__NA"
"Vallanes",-0.00172340086916275,"Iceland","inactive__All year"
"Vanino",-0.00471707074889672,"Russia","NA__NA"
"Varnek",-0.00286594842040968,"Russia","NA__NA"
"Velikiy Ustyug",-0.000651887883799123,"Russia","NA__NA"
"Velsk",-0.00059191703374373,"Russia","NA__NA"
"Verkhnevilyuysk",-0.000113968866383466,"Russia","NA__NA"
"Verkhniy Ufaley",-0.00236629052682901,"Russia","NA__NA"
"Verkhnyaya Salda",-0.00135874830729325,"Russia","NA__NA"
"Verkhoyansk",-0.0059067055000101,"Russia","NA__NA"
"Vichuga",-0.00255528348519948,"Russia","NA__NA"
"Vikhorevka",-0.00103701649468978,"Russia","NA__NA"
"Villum Research Station (VRS)",-0.00536978176810159,"Greenland","NA__NA"
"Vilyuysk",-0.000182042121443121,"Russia","NA__NA"
"Vitim",-0.0118090384723738,"Russia","NA__NA"
"Volkhov",-0.00549300940590348,"Russia","NA__NA"
"Vologda",-0.000338612625078257,"Russia","NA__NA"
"Vyborg",-0.000280032376609612,"Russia","NA__NA"
"Wales",-0.0031370937024898,"United States","NA__NA"
"Wasilla",-0.000277825918014528,"United States","NA__NA"
"Watson Lake",-0.00343293092682084,"Canada","NA__NA"
"Wawa",-0.00193908937387976,"Canada","NA__NA"
"Willem Barentsz Biological Station",-0.00165486461016943,"Russia","NA__NA"
"Wiseman",-0.00817327692173111,"United States","NA__NA"
"Yakutsk-Larch",-0.00200285930607303,"Russia","inactive__Summer"
"Yamburg",-0.00323680611694047,"Russia","NA__NA"
"Yaroslavl",-0.000573906337491658,"Russia","NA__NA"
"Yekaterinburg",-0.000259185971938712,"Russia","NA__NA"
"Yellowknife",-0.00571181343545736,"Canada","NA__NA"
"Yeniseysk",-0.000976374124984996,"Russia","NA__NA"
"Yerema",-0.00260541045219922,"Russia","NA__NA"
"Yessey",-0.03300899307492,"Russia","NA__NA"
"Yoshkar Ola",-0.00018142998280567,"Russia","NA__NA"
"Yuzhno Sakhalinsk",-0.000144877580660234,"Russia","NA__NA"
"ZOTTO bog (old)",-0.00304342144959275,"Russia","inactive__Summer"
"ZOTTO forest (old)",-0.00493427107051298,"Russia","inactive__Summer"
"Zemlya Bunge",-0.001552079145857,"Russia","NA__NA"
"Zheleznogorsk Ilimskiy",-0.00221054204364856,"Russia","NA__NA"
"Zhigansk",-0.00290501764665847,"Russia","NA__NA"
"Zhilinda",-0.0238812836831614,"Russia","NA__NA"
"Zima",-0.000806225276279697,"Russia","NA__NA"
"Zlatoust",-0.0063118121132051,"Russia","NA__NA"
"Zotino forest West (old)",-0.00245229272892859,"Russia","inactive__Summer"
"Zvëzdnyj",-0.00342985530736649,"Russia","NA__NA"
"Zyryanka",-0.00478521374215484,"Russia","NA__NA"
"Ålesund",-0.00143795695875314,"Norway","NA__NA"
"Ísafjörður",-0.00386946066199411,"Iceland","NA__NA"
"Östersund",-0.000459459115623122,"Sweden","NA__NA"
