site,MeanTemp,Precip,PrecipSeasonality,MeanDiurnalRange,Isothermality,TempSeasonality,TempAnnualRange,NDVImax,NDVIsum,EVImax,NDWImin,SWIRaug,BulkDens,pH,CStock,CDensity,Sand,Silt,Clay,Permafrost,abcflux_name,Site_ID,Latitude,Longitude,Country,Contact,Contact_Email,Ecosystem,GHG,Start_CO2,End_CO2,Start_CH4,End_CH4,Start_N2O,End_N2O,Season_Activity,Terrestrial,Aquatic,active,Ext_Type,State,Population,x,y,pc1,pc2,pc3,pc4,active.2022,active.2024,methane.2022,methane.2024,Season_Activity.2022,Season_Activity.2024,annualmethane2022,annualmethane2024
Cherepovets,3.52500009536743,652,28.2858581542969,8.73333358764648,23.539981842041,1022.73364257812,37.0999984741211,0.098580002784729,0.0125929210335016,2.64436006546021,0.422989994287491,0.230879992246628,1.40232491493225,6.375,378,190.600006103516,41.2999992370605,37.7750015258789,21.3500003814697,0,NA,NA,59.140433,37.909975,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Vologda,311850,2109417.74030274,-2708693.39437472,-0.338948961853274,-1.79977672675505,-1.80822682553379,3.11298933046251,NA,NA,NA,NA,NA,extension,NA,NA
Chernyshevskiy,-7.39166688919067,322,54.5917205810547,8.25,14.5759716033936,1774.82250976562,56.6000022888184,0.0992299988865852,0.0527061745524406,2.81066989898682,0.620000004768372,0.349200010299683,1.1690000295639,6.27250003814697,679,331.174987792969,29.8500003814697,44.7750015258789,25.0249996185303,0.902821719646454,NA,NA,63.012755,112.471419,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),5137,2758794.65664117,1141118.20436105,2.70193257442506,1.7273725750632,0.686523826748336,1.59844643163074,NA,NA,NA,NA,NA,extension,NA,NA
"Chersky, Pleistocene Park",-11.4333333969116,169,60.859260559082,8.93333339691162,16.1543102264404,1773.85852050781,55.2999992370605,0.0532299987971783,0.128124475479126,3.09782004356384,0.764970004558563,0.345930010080338,1.30305004119873,6.08500003814697,518,283.149993896484,33.4749984741211,50.7999992370605,16.3500003814697,1,Cherskii ecotone,,68.5135,161.5312,Russia,"Eugenie Euskirchen, Colin Edgar","seeuskirchen@alaska.edu, cedgar3@alaska.edu",forest,"CO2,CH4",2008,2024,2013,2025,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,748001.887837512,2239594.17852572,2.06312592907759,2.28769875319433,0.305487802727603,0.653561032640363,active,active,methane,methane,All year,All year,annualmethane,annualmethane
"Chersky, control",-11.5375003814697,172,55.7101974487305,8.85833358764648,15.9036512374878,1788.62707519531,55.6999969482422,0.0799100026488304,0.129202112555504,2.91075992584229,0.727190017700195,0.417780011892319,1.22702503204346,6.05249977111816,797,471.524993896484,29.3500003814697,52.6500015258789,17.7999992370605,1,Cherskii reference,RU-Ch2,68.6169,161.3509,Russia,Mathias Goeckede,mgoeck@bgc-jena.mpg.de,wetland,"CO2,CH4",2013,2024,2014,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,751329.655271268,2226218.20675898,2.5402397126268,2.28426665088734,1.79129182980317,1.00327000689592,active,active,methane,methane,All year,All year,annualmethane,annualmethane
"Chersky, drained",-11.5083332061768,172,57.2843055725098,8.90000057220459,15.949821472168,1790.00366210938,55.7999992370605,0.0791300013661385,0.108860194683075,2.94957995414734,0.724519968032837,0.426389992237091,1.21159994602203,6.08750009536743,826,457.975006103516,30.9750003814697,53.0250015258789,16.7999992370605,1,,RU-Che,68.613,161.3414,Russia,Mathias Goeckede,mgoeck@bgc-jena.mpg.de,wetland,"CO2,CH4",2013,2024,2014,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,751838.976343042,2226508.82259485,2.55435470852226,2.24183370073761,1.74457269912384,0.925949878500832,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Chevery,1.54583334922791,1182,20.4469909667969,8.77499961853027,23.0314960479736,1026.81652832031,38.0999984741211,0.0765599980950356,0.366400003433228,4.93515014648438,0.733980000019073,0.418999999761581,1.24867510795593,5.48000001907349,499,209.824996948242,57.0499992370605,28.0249996185303,15.2749996185303,0,NA,NA,50.481323,-59.609783,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Québec,284,-3852076.1062326,-2259115.5945182,-3.4807092775149,-2.54800480508374,-0.713843335818793,-0.139569575989984,NA,NA,NA,NA,NA,extension,NA,NA
Chicoutimi,3.125,1053,25.7664260864258,11.1999998092651,23.6786479949951,1257.65747070312,47.2999992370605,0.0799499973654747,0.108283646404743,3.54772996902466,0.529590010643005,0.295489996671677,1.3935250043869,6.09749984741211,210,126.824996948242,49.875,31.25,19.6749992370605,0,NA,NA,48.433309,-71.066706,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Québec,53940,-4462191.49112287,-1530647.07930103,-1.75870199656092,-1.27283940803332,-2.55253327165361,1.04472290847695,NA,NA,NA,NA,NA,extension,NA,NA
China Iceland Arctic  Observatory  CIAO,2.76250004768372,638,23.8098983764648,5.74166679382324,31.3752288818359,481.678527832031,18.2999992370605,0.0684399977326393,0.275754332542419,4.25780010223389,0.808870017528534,0.589280009269714,1.33342504501343,5.82000017166138,280,254.475006103516,51.0750007629395,38.4249992370605,10.8999996185303,0,NA,NA,65.707183,-17.36695,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-799399.145752886,-2556051.74545412,-4.02028375908394,-3.05825661560255,-0.431854683383471,2.74398294962799,NA,NA,NA,NA,NA,extension,NA,NA
Chita,-1.76250004768372,353,116.75511932373,14.5583333969116,25.2310791015625,1580.15551757812,57.7000007629395,0.139469996094704,-0.0617257878184319,2.77722001075745,0.47664999961853,0.271549999713898,1.37139999866486,7.48250007629395,261,201.649993896484,41.0250015258789,37.0250015258789,22.625,0.350857734680176,NA,NA,52.055026,113.465002,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chita,308500,3920858.75530413,1701990.88450201,2.30888288083582,2.42288881393267,-3.83130860200088,2.17618033189348,NA,NA,NA,NA,NA,extension,NA,NA
Chokurdakh/Kytalyk,-13.904167175293,210,51.5127410888672,7.45833349227905,14.3983268737793,1692.59948730469,51.7999992370605,0.0959499999880791,0.229687422513962,2.57898998260498,0.656019985675812,0.355089992284775,1.0949250459671,6.16249990463257,767,409.600006103516,36.5,44.7000007629395,19.375,1,"Kytalyk, Russia",RU-Cok,70.8291,147.4943,Russia,"Joshua Dean, Han Dolman","han.dolman@vu.nl, j.f.dean@vu.nl","tundra, shrubland","CO2,CH4",2003,2024,2008,2018,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,1129490.26885039,1772555.41943522,2.88372547639868,0.899783853537626,1.50737304964305,0.541707457867386,active,active,methane,methane,Summer,Summer,no,no
Chukotka,-9.56666660308838,339,44.3397254943848,10.6833333969116,20.9067192077637,1567.79431152344,51.0999984741211,0.108300000429153,0.304056763648987,2.78600001335144,0.685150027275085,0.446469992399216,1.0891250371933,5.54250001907349,741,466.899993896484,35.5499992370605,45.0750007629395,19.8250007629395,0.735032677650452,,RU-Cuk,65.5948,171.0525,Russia,"Walter Oechel, Dimitri Zamolodchikov","woechel@mail.sdsu.edu, dzamolod@cepl.rssi.ru",shrubland,CO2,2001,2005,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,418513.676795309,2658152.99974552,1.03275510875332,1.11776745115877,1.75151787374814,0.419022917348232,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
Chumikan,-3.11666655540466,702,65.4756622314453,8.68333339691162,20.0076808929443,1328.80554199219,43.4000015258789,0.0727199986577034,0.235900640487671,3.84842991828918,0.70863002538681,0.394140005111694,1.20447492599487,5.67749977111816,519,326.825012207031,47.7249984741211,35.5499992370605,17.3500003814697,0.157090798020363,NA,NA,54.711395,135.314514,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khabarovsk,1305,2781412.68790127,2812117.58914944,-0.828776459853597,-0.445848777069971,-0.239645235032595,0.265914858226899,NA,NA,NA,NA,NA,extension,NA,NA
Churchill Falls,-3.33750009536743,931,25.4012336730957,10.2083330154419,22.5349521636963,1245.50122070312,45.2999992370605,0.0855000019073486,0.199220091104507,3.86802005767822,0.697279989719391,0.400999993085861,1.25555002689362,5.26000022888184,351,197.149993896484,61.5,30.9249992370605,7.80000019073486,0.103403083980083,NA,NA,53.526409,-63.980679,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Newfoundland and Labrador,100,-3681774.18660589,-1797258.40081202,-2.10661522261796,-2.19674442034051,-1.40444661783318,-1.22801940385714,NA,NA,NA,NA,NA,extension,NA,NA
Churchill Fen,-6.67499971389771,418,54.8392677307129,8.69999980926514,17.2962226867676,1507.46704101562,50.3000030517578,0.0752599984407425,0.240789011120796,2.77659010887146,0.611389994621277,0.285369992256165,1.12865006923676,5.4850001335144,1401,457.200012207031,46.8250007629395,31.8999996185303,21.2749996185303,0.824620127677917,Churchill Fen 3,,58.6658,-93.83,Canada,Kyle Arndt,karndt@woodwellclimate.org,wetland,"CO2,CH4",2022,2024,2022,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-3480788.77541895,233024.376261821,1.4140185395216,-0.358023203472179,1.6104333991543,-0.81898968558194,inactive,active,methane,methane,All year,All year,no,annualmethane
Chusovoy,0.887499928474426,790,33.1200866699219,9.55833339691162,21.4312419891357,1263.02685546875,44.5999984741211,0.1241500005126,-0.0293203014880419,2.4617600440979,0.459659993648529,0.272040009498596,1.26972496509552,6.0149998664856,280,165.449996948242,36.875,44.0250015258789,19.3500003814697,0,NA,NA,58.29343,57.81305,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Perm',72113,2989299.58606628,-1881511.6880851,0.137325558935835,-0.952412742443702,-1.36213150788206,2.62889563541673,NA,NA,NA,NA,NA,extension,NA,NA
Circle,-6.02083349227905,196,63.3103713989258,12.2083330154419,22.0367031097412,1671.80554199219,55.4000015258789,0.0608300007879734,0.276822477579117,2.79815006256104,0.587520003318787,0.339100003242493,1.07784998416901,6.57499980926514,1034,383.924987792969,34.2249984741211,47.4249992370605,18.1000003814697,0.920822024345398,NA,NA,65.82589,-144.06052,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,100,-1563977.00233617,2157418.18990712,1.79121258894713,2.20307261212444,1.2804117128781,0.763079411614483,NA,NA,NA,NA,NA,extension,NA,NA
Cochrane,0.691666722297668,901,24.6559104919434,12.5833330154419,25.4723339080811,1300.01892089844,49.4000015258789,0.102490000426769,0.0967140570282936,4.38758993148804,0.701889991760254,0.511690020561218,1.3301500082016,6.18499994277954,549,159.300003051758,41.4500007629395,36.2249984741211,22.7000007629395,0,NA,NA,49.067017,-81.016564,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Ontario,4441,-4582264.47124297,-724401.50862561,-2.02613335043725,0.449551977836069,-1.22235507068032,1.80855510872967,NA,NA,NA,NA,NA,extension,NA,NA
Cold Bay,3.22499990463257,1015,28.3967151641846,5.71666669845581,29.4673538208008,521.995727539062,19.3999996185303,0.0838899984955788,0.215643689036369,5.25347995758057,0.642319977283478,0.378120005130768,1.07007491588593,5.94999980926514,644,378.149993896484,54.5,35.4749984741211,10.0249996185303,0,NA,NA,55.200001,-162.715092,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,200,-1157920.3964078,3721106.30941675,-3.1456175042937,-4.30396822517169,0.392654330541788,2.15124992156928,NA,NA,NA,NA,NA,extension,NA,NA
Council (NGEE Arctic),-3.05416679382324,413,64.2450485229492,9.24166679382324,24.3843460083008,1082.57360839844,37.9000015258789,0.0726599991321564,0.29859271645546,3.5160698890686,0.730289995670319,0.455900013446808,0.91557502746582,5.32000017166138,833,484.149993896484,41.4000015258789,46.7249984741211,12.8000001907349,0.357950180768967,"Council, Alaska",US-NGC,64.8614,-163.7007,USA,Sigrid Dengel,sdengel@lbl.gov,tundra,"CO2,CH4",2012,2024,2012,2019,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,-778614.510072573,2662774.73459876,-0.78862424167313006,-0.334905956196743,2.30054600373842,0.757478696889483,inactive,inactive,methane,methane,Summer,Summer,no,no
Council (Permafrost Pathways),-3.05416679382324,413,64.2450485229492,9.24166679382324,24.3843460083008,1082.57360839844,37.9000015258789,0.0726599991321564,0.29859271645546,3.5160698890686,0.730289995670319,0.455900013446808,0.91557502746582,5.32000017166138,833,484.149993896484,41.4000015258789,46.7249984741211,12.8000001907349,0.357950180768967,Council Alaska Tundra,US-CAK,64.86138889,-163.7007222,USA,Kyle Arndt,karndt@woodwellclimate.org,tundra,"CO2,CH4",2024,2024,2024,2024,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-778613.833315331,2662776.25024164,-0.78862424167313006,-0.334905956196743,2.30054600373842,0.757478696889483,inactive,active,methane,methane,All year,All year,no,annualmethane
"Council, Alaska",-3.08750009536743,414,64.6884460449219,9.20833301544189,24.4902496337891,1074.7412109375,37.5999984741211,0.0887700021266937,0.27231353521347,3.56835007667542,0.734179973602295,0.480199992656708,0.817924976348877,5.20499992370605,812,573.849975585938,42.2750015258789,45.9249992370605,11.8000001907349,0.33755424618721,"Council, Alaska",,64.844,-163.711,USA,Sang-Jong Park,sangjong@kopri.re.kr,tundra,CO2,2012,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-778691.428668794,2664816.07340846,-0.645975964922586,-0.62618754515738,2.74973381852431,0.626868022180341,active,active,nonmethane,nonmethane,Summer,Summer,no,no
DMI Geophysical Observatory Qaanaaq,-12.2458333969116,131,55.7163200378418,6.375,18.5319766998291,1033.23510742188,34.4000015258789,0.271510004997253,-0.153393775224686,0.77810001373291,0.25297999382019,0.128729999065399,0.808700025081635,7.1100001335144,625,377.75,56.875,29.4500007629395,13.8000001907349,1,NA,NA,77.466667,-69.216667,Greenland/Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-1278060.92706814,-485064.423065451,5.74991818712247,-4.28712296981702,-1.18931522840952,2.02362281748379,NA,NA,NA,NA,NA,extension,NA,NA
Daring Lake,-9.5625,251,51.7846832275391,6.59166622161865,13.9950456619263,1504.20642089844,47.0999984741211,0.100510001182556,0.328447550535202,2.61436009407043,0.634880006313324,0.363130003213882,1.27240002155304,5.40999984741211,420,249.875,62.0499992370605,29.0499992370605,9.69999980926514,0.999886274337769,Daring Lake,CA-Da1,64.8689,-111.5748,Canada,Elyn Humphreys,elyn.humphreys@carleton.ca,shrubland,CO2,2004,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-2579111.95591962,1019830.71688543,1.30292051571111,-1.70633997091226,-0.922118306251142,-2.0077467810029,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Daring Lake (Fen),-9.52499961853027,250,51.738712310791,6.63333320617676,14.0239601135254,1511.39990234375,47.2999992370605,0.0778300017118454,0.29364225268364,2.32152986526489,0.607249975204468,0.284200012683868,1.28485000133514,5.40749979019165,290,197,61.375,29.7999992370605,9.89999961853027,0.997906625270844,,CA-DL2,64.8648,-111.5677,Canada,Peter Lafleur,plafleur@trentu.ca,wetland,"CO2,CH4",2006,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-2579672.37760684,1019682.6854692,1.38891801422463,-1.69196125269755,-1.3643138427273,-1.9713706582554,active,active,methane,methane,Summer,Summer,no,no
Daring Lake (dwarf shrub),-9.625,251,52.5105438232422,6.53333282470703,13.9900064468384,1495.39221191406,46.6999969482422,0.0959800034761429,0.318894147872925,2.77590990066528,0.665719985961914,0.360890001058578,1.23420000076294,5.27500009536743,326,254.899993896484,57.5999984741211,33.4500007629395,9.35000038146973,0.999525487422943,,CA-DL3,64.8722,-111.5486,Canada,Elyn Humphreys,elyn.humphreys@carleton.ca,tundra,CO2,2008,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-2579228.61949524,1018513.26443072,1.21477655797244,-1.37297420668076,-0.57700318112494,-1.69734794072903,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Daring Lake (low shrub),-9.36250019073486,251,51.9306640625,6.85833311080933,14.0828199386597,1540.70104980469,48.7000007629395,0.0981699973344803,0.276896834373474,2.79643988609314,0.661230027675629,0.372500002384186,1.18292510509491,5.39499998092651,357,298.875,53.4249992370605,35.2249984741211,12.0500001907349,1,,CA-DL4,64.8631,-111.65,Canada,Elyn Humphreys,elyn.humphreys@carleton.ca,tundra,CO2,2010,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-2578384.91659292,1023458.48947653,1.48687380100416,-0.88301203678831,-0.165197175416486,-1.22707376978934,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Daring Lake (mixed tundra),-9.52499961853027,250,51.738712310791,6.63333320617676,14.0239601135254,1511.39990234375,47.2999992370605,0.0778300017118454,0.29364225268364,2.32152986526489,0.607249975204468,0.284200012683868,1.28485000133514,5.40749979019165,290,197,61.375,29.7999992370605,9.89999961853027,0.997906625270844,,CA-DL1,64.8648,-111.5677,Canada,"Elyn Humphreys, Peter Lafleur","elyn.humphreys@carleton.ca, plafleur@trentu.ca",tundra,"CO2,CH4",2006,2024,2009,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-2579672.37760684,1019682.6854692,1.38891801422463,-1.69196125269755,-1.3643138427273,-1.9713706582554,active,active,methane,methane,Summer,Summer,no,no
Dark conifer site (ZE),-3.19583320617676,593,34.7012977600098,9.49166679382324,18.7212352752686,1460.11120605469,50.7000007629395,0.0422700010240078,0.432339936494827,5.62573003768921,0.838029980659485,0.480010002851486,1.0321249961853,5.18249988555908,453,345.25,36,42.0999984741211,22.7999992370605,0,,RU-ZE,61.0167,89.8167,Russia,Anatoly Prokushkin,"alexey.v.panov@gmail.com, prokushkin@ksc.krasn.ru",forest,"CO2,CH4",2015,2024,2015,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,3215292.67527646,-10286.3625046686,-2.0965886203304,1.20878945627472,1.83931581029216,0.337833457983207,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Dasan Station site,-6.14166688919067,412,28.9714946746826,5.80000019073486,22.834644317627,730.111572265625,25.4000015258789,0.142790004611015,-0.00738655775785446,1.26988995075226,0.399789988994598,0.164250001311302,1.12487494945526,6.65000009536743,530,339.024993896484,55.5750007629395,33.5,11.6750001907349,0.997681498527527,,,78.9219,11.8658,Norway,"Taejin Choi, Bang Yong Lee","ctjin@kopri.re.kr, bylee@kopri.re.kr",NA,CO2,2013,2019,NA,NA,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,248239.953375155,-1181477.71761333,2.21048011670297,-4.5240725356156,-1.00462058364199,2.12924071977587,inactive,inactive,nonmethane,nonmethane,All year,All year,no,no
Dawson Creek,2.00833344459534,481,52.1375999450684,11.9499998092651,28.5885162353516,1117.20397949219,41.8000030517578,0.125650003552437,0.0292236562818289,3.85780000686646,0.599730014801025,0.391719996929169,1.38597500324249,6.8600001335144,201,156.375,31.2999992370605,37.375,31.5,0,NA,NA,55.766969,-120.233266,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,British Columbia,10802,-3308863.79618278,1928377.4808482,-0.640273886639918,1.05995981957551,-2.36519968004093,4.31306948107729,NA,NA,NA,NA,NA,extension,NA,NA
Dease Lake,-0.474999994039536,423,37.936164855957,11.4333333969116,28.2304534912109,1070.00744628906,40.5,0.033890001475811,0.391535580158234,5.89971971511841,0.795850038528442,0.3785600066185,1.24325001239777,6.34000015258789,243,181.25,52.0499992370605,35.0499992370605,13.3500003814697,0.00105427310336381,NA,NA,58.450346,-130.033288,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,British Columbia,303,-2690393.84154496,2260173.40410318,-2.92077461378775,-0.206982961541475,-1.29609081004499,0.712181779532884,NA,NA,NA,NA,NA,extension,NA,NA
Deer Lake,3.71250009536743,1081,16.3613471984863,8.99166679382324,26.2914237976074,868.994018554688,34.2000007629395,0.098580002784729,0.207108080387115,4.39720010757446,0.601300001144409,0.396939992904663,1.35797500610352,5.51999998092651,251,139.125,58.4000015258789,30.25,11.9250001907349,0,NA,NA,49.1744,-57.426919,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Newfoundland and Labrador,4163,-3898307.0981978,-2490491.56798434,-3.26904611746991,-3.2863493388539,-2.01827793896126,0.710934004835664,NA,NA,NA,NA,NA,extension,NA,NA
Degero Stormyr,1.72083330154419,620,31.8165683746338,8.84166622161865,26.3144836425781,904.58544921875,33.5999984741211,0.0624600015580654,0.4443678855896,4.97084999084473,0.726899981498718,0.419039994478226,1.23947501182556,5.07499980926514,595,514.325012207031,60.7249984741211,31.9249992370605,7.77500009536743,0,Degero,SE-Deg,64.182,19.5565,Sweden,Mats Nilsson,Mats.B.Nilsson@slu.se,wetland,"CO2,CH4",2001,2024,2014,2018,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,954574.294410669,-2687210.27928958,-3.20913636129689,-2.76675421488062,0.643992394833347,-0.72267924094373,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Dikson,-11.7083330154419,341,28.4955158233643,5.66666650772095,15.3985509872437,1218.86279296875,36.7999992370605,0.0944600030779839,0.274006873369217,1.99211001396179,0.60791003704071,0.324609994888306,0.909700036048889,6.49499988555908,829,644.200012207031,45.4000015258789,33.3250007629395,20.8250007629395,1,NA,NA,73.506972,80.545099,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Taymyr,1113,1779478.34889291,-296342.841467804,2.46346721188304,-2.03238342921111,2.48183590285845,0.949685429793692,NA,NA,NA,NA,NA,extension,NA,NA
Dillingham,1.20416665077209,609,40.6935272216797,7.75833320617676,25.4371585845947,875.088195800781,30.5,0.0737999975681305,0.206137374043465,4.99993991851807,0.789529979228973,0.536329984664917,1.12419998645782,5.39249992370605,481,342.299987792969,42.7999992370605,48.5750007629395,9.25,0.0916774794459343,NA,NA,59.05656,-158.480312,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,2488,-1262947.33587694,3202950.5879986,-2.62777950570253,-1.25456822861448,1.10912138312175,1.89615230754618,NA,NA,NA,NA,NA,extension,NA,NA
Disko,-5.66249990463257,416,38.8190689086914,5.52500009536743,17.05246925354,927.974670410156,32.4000015258789,0.121710002422333,0.117981925606728,2.30589008331299,0.599399983882904,0.289909988641739,1.02740001678467,6.27500009536743,530,338.299987792969,59,25.1000003814697,17,0.699013411998749,Disko,GL-Dis,69.25,-53.51,Greenland,Thomas Friborg,tfj@ign.ku.dk,grassland,CO2,2013,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-1831833.51130987,-1354990.78526724,1.26503972232223,-3.5596286603059,-0.439445007691033,0.788150622929761,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Dolbeau,1.72500002384186,885,28.0682964324951,11.8500003814697,23.9393939971924,1313.73596191406,49.5,0.118519999086857,0.0643996745347977,4.2141900062561,0.645659983158112,0.433349996805191,1.30165004730225,6.19500017166138,494,147.425003051758,43.3250007629395,32.25,25.3250007629395,0,NA,NA,48.86659,-72.233328,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Québec,13337,-4441450.00351759,-1423144.29105516,-1.45915219199482,-0.0350313568348273,-1.62787246044612,1.81666701566901,NA,NA,NA,NA,NA,extension,NA,NA
Doline,-5.65000009536743,272,53.0914764404297,8.86666679382324,18.7455959320068,1450.01098632812,47.2999992370605,0.0893599987030029,0.190698146820068,2.92834997177124,0.596920013427734,0.273919999599457,1.13374996185303,5.94999980926514,553,244.5,43.0999984741211,37.9000015258789,19.5499992370605,0.960750877857208,NA,NA,65.183346,-123.416664,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Northwest Territories,525,-2285080.58369746,1507686.76323209,1.51063552766582,-0.00235889525791506,-0.247390606361942,0.547418181546329,NA,NA,NA,NA,NA,extension,NA,NA
Dolinsk,2.39583349227905,789,35.0826225280762,8.47500038146973,22.1279373168945,1070.22827148438,38.3000030517578,0.0605400018393993,0.286900013685226,6.0525598526001,0.822120010852814,0.595610022544861,1.28282499313354,5.67500019073486,313,186.975006103516,53.5999984741211,33.4749984741211,12.7749996185303,0,NA,NA,47.350429,142.800007,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakhalin,11989,2933435.96700036,3864660.14529921,-3.55875081658825,-1.12881376912066,-0.739661329616052,0.542227772147127,NA,NA,NA,NA,NA,extension,NA,NA
Dudinka,-9.97916698455811,494,26.9797878265381,8.19166660308838,16.2856197357178,1524.78686523438,50.2999992370605,0.0692199990153313,0.37214782834053,3.06462001800537,0.804419994354248,0.487900018692017,0.928125023841858,5.59499979019165,751,492.875,34.875,44.3499984741211,21.2749996185303,0.871309101581573,NA,NA,69.418203,86.225011,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Taymyr,23619,2254749.42275591,-148771.724971197,0.593823398349043,0.710799047676024,3.11517095844726,0.283120087198565,NA,NA,NA,NA,NA,extension,NA,NA
Eagle,-4.46666669845581,296,65.7073287963867,12.6499996185303,24.4680862426758,1498.322265625,51.6999969482422,0.0459799990057945,0.274234443902969,2.61849999427795,0.524129986763,0.261909991502762,1.22027504444122,6.84000015258789,486,267.325012207031,35.8499984741211,50.7999992370605,13.1499996185303,0.758004665374756,NA,NA,64.787995,-141.199997,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,104,-1743609.32604309,2168612.40460155,1.14796487923947,1.73093802888362,-0.497426391670395,1.28851925205796,NA,NA,NA,NA,NA,extension,NA,NA
Eastern Old Black Spruce (EOBS),-0.291666716337204,983,32.8939399719238,11.5500001907349,24.3157901763916,1273.630859375,47.5,0.0507699996232986,0.370067954063416,5.1187801361084,0.735249996185303,0.350019991397858,1.16340005397797,5.38500022888184,461,211.574996948242,58.1749992370605,29.8250007629395,12.375,0,"Quebec - Eastern Boreal, Mature Black Spruce",CA-Qfo,49.6925,-74.342,Canada,Hank A. Margolis,Hank.Margolis@sbf.ulaval.ca,forest,CO2,2003,2010,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,-4392940.13501194,-1231325.87722081,-3.05545568586498,-1.24587692006357,-0.858319690809401,-1.31735347464294,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
