site,MeanTemp,Precip,PrecipSeasonality,MeanDiurnalRange,Isothermality,TempSeasonality,TempAnnualRange,NDVImax,NDVIsum,EVImax,NDWImin,SWIRaug,BulkDens,pH,CStock,CDensity,Sand,Silt,Clay,Permafrost,Type,2022 list,Our List,ADDED,edited,Site_ID,Latitude,Longitude,Country,Contact,Contact_Email,Data_Availability,Reference,Reference_Short,Additional_Information,Anemometer,Gas_Analyser,Power,Ecosystem,GHG,Complementary_Measurements,Start_CO2,End_CO2,Start_CH4,End_CH4,Start_N2O,End_N2O,Season_Activity,Terrestrial,Aquatic,ignore,active,methane,Ext_Type,State,Population,x,y,pc1,pc2,pc3,pc4
Bonanza Creek Old Thermokarst Bog,-2.50416684150696,294,58.0098190307617,11.341667175293,23.2411193847656,1428.33740234375,48.8000030517578,0.0475899986922741,0.392520278692245,5.13373994827271,0.791100025177002,0.424549996852875,1.24407494068146,6.41750001907349,407,223.774993896484,22.4750003814697,68.3499984741211,10.0249996185303,0.22712342441082,EC_Tower,Bonanza Creek Old Thermokarst Bog,Bonanza Creek Old Thermokarst Bog,No,no,US-BZo,64.6936,-148.33,USA,Eugenie Euskirchen,seeuskirchen@alaska.edu,https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:US-BZo,NA,NA,https://ameriflux.lbl.gov/sites/siteinfo/US-BZO,NA,NA,NA,wetland,"CO2,CH4",NA,2018,2024,2018,NA,NA,NA,Summer,TRUE,FALSE,no,active,methane,NA,NA,NA,-1466600.16776442,2377411.46704054,-0.898422712871687,3.0693505128358902,1.16823483614354,2.61487772687847
"Bonanza Creek, 1920 Burn site near Delta Junction",-3.09583330154419,288,91.6594467163086,10.7916669845581,23.9283065795898,1318.21936035156,45.0999984741211,0.0633800029754639,0.323813229799271,4.38434982299805,0.69648003578186,0.367509990930557,1.25912499427795,5.9850001335144,438,285.274993896484,51.3499984741211,43.75,5.59999990463257,0.202216222882271,EC_Tower,NA,"Bonanza Creek, 1920 Burn site near Delta Junction",No,no,US-Bn1,63.8881,-145.7394,USA,Jim Randerson,jranders@uci.edu,https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:US-Bn1,"Randerson, J. T., Liu, H., Flanner, M. G., Chambers, S. D., Jin, Y., Hess, P. G., . . . Zender, C. S. (2006). The impact of boreal forest fire on climate warming. Science, 314(5802), 1130-1132. doi:10.1126/science.1132075","Randerson et al. (2006), https://doi.org/10.1126/science.1132075",https://ameriflux.lbl.gov/sites/siteinfo/US-Bn1,NA,NA,NA,forest,CO2,NA,2003,2004,NA,NA,NA,NA,Summer,TRUE,FALSE,no,inactive,nonmethane,NA,NA,NA,-1624293.69093396,2384646.36081503,-0.624133695832308,0.439710911156628,-0.95975899272439,-0.21173266353279
"Bonanza Creek, 1987 Burn site near Delta Junction",-2.98749995231628,274,84.7290573120117,12.7250003814697,26.2371139526367,1373.6748046875,48.5,0.0553900003433228,0.213959634304047,4.80236005783081,0.766719996929169,0.426310002803802,1.29984998703003,6.33750009536743,182,165.574996948242,36.2000007629395,52.75,11.3500003814697,0.281077116727829,EC_Tower,"Bonanza Creek, 1987 Burn site near Delta Junction","Bonanza Creek, 1987 Burn site near Delta Junction",No,no,US-Bn2,63.9178,-145.3731,USA,Jim Randerson,jranders@uci.edu,https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:US-Bn2,"Randerson, J. T., Liu, H., Flanner, M. G., Chambers, S. D., Jin, Y., Hess, P. G., . . . Zender, C. S. (2006). The impact of boreal forest fire on climate warming. Science, 314(5802), 1130-1132. doi:10.1126/science.1132075","Randerson et al. (2006), https://doi.org/10.1126/science.1132075",https://ameriflux.lbl.gov/sites/siteinfo/US-Bn2,NA,NA,NA,forest,CO2,NA,2002,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,no,active,nonmethane,NA,NA,NA,-1637577.45705965,2371420.91214296,-0.814427072863374,2.52655607539834,-1.25565947515322,1.5848260732701
"Bonanza Creek, 1999 Burn site near Delta Junction",-2.90833330154419,294,88.3006286621094,10.6333332061768,23.6296291351318,1323.26354980469,45,0.0830599963665009,0.22634145617485,4.08736991882324,0.70701003074646,0.423020005226135,1.24182498455048,6.15999984741211,615,340.25,41.25,48.7249984741211,10.125,0.291658848524094,EC_Tower,"Bonanza Creek, 1999 Burn site near Delta Junction","Bonanza Creek, 1999 Burn site near Delta Junction",No,no,US-Bn3,63.9217,-145.7456,USA,Jim Randerson,jranders@uci.edu,https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:US-Bn3,"Randerson, J. T., Liu, H., Flanner, M. G., Chambers, S. D., Jin, Y., Hess, P. G., . . . Zender, C. S. (2006). The impact of boreal forest fire on climate warming. Science, 314(5802), 1130-1132. doi:10.1126/science.1132075","Randerson et al. (2006), https://doi.org/10.1126/science.1132075",https://ameriflux.lbl.gov/sites/siteinfo/US-Bn3,NA,NA,NA,forest,CO2,NA,2003,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,no,active,nonmethane,NA,NA,NA,-1621874.70921178,2381648.88739088,-0.044411661683561,1.10980952909101,-0.0886439474168101,1.10455884130876
Borgarnes,3.94166660308838,796,21.3096199035645,5.25,30.8823528289795,448.278686523438,17,0.0727899968624115,0.18002949655056,4.94683980941772,0.811330020427704,0.623889982700348,1.19577503204346,5.7649998664856,374,295.475006103516,58.3250007629395,32.5999984741211,9.125,0,NA,NA,NA,NA,NA,NA,64.569503,-21.862322,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Vesturland,1783,-1045459.31021854,-2605611.59968274,-4.36640959882119,-4.02230494909645,-0.27467299541475,2.26041044178803
Bouleau Peatland,0.850000023841858,1030,24.4388389587402,9.21666717529297,22.9270305633545,1091.76257324219,40.2000007629395,0.063589997589588207,0.36459892988205,5.03259992599487,0.738420009613037,0.449999988079071,1.30307495594025,5.47249984741211,360,222.350006103516,55.0750007629395,32.8250007629395,12.125,0,EC_Tower,Bouleau Peatland,Bouleau Peatland,No,no,CA-BOUL,50.5244,-63.2064,Canada,Pierre Taillardat,taillardat.pierre@nus.edu.sg,https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-BOU,NA,NA,https://ameriflux.lbl.gov/sites/siteinfo/CA-BOU,CSAT-3,"LI-7200, LI-7700",solar,wetland,"CO2,CH4","net radiation, PAR, temperature, soil moisture, pressure, precipitation, ground water depth",2018,2020,2018,2020,NA,NA,All year,TRUE,FALSE,no,inactive,methane,NA,NA,NA,-3981510.75912328,-2010647.61639269,-3.36918452296911,-1.90628195495666,-0.77088689453912,-0.138657098237847
Boyarka,-12.3916664123535,299,42.9180793762207,9.33333301544189,16.6369571685791,1726.42932128906,56.0999984741211,0.0559099987149239,0.360227942466736,2.84739995002747,0.710940003395081,0.32056999206543,1.0040500164032,5.86250019073486,375,460.625,37.9500007629395,33.2000007629395,28.2749996185303,1,NA,NA,NA,NA,NA,NA,70.766984,97.500033,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Taymyr,35968,2090726.32405103,275250.567376209,1.76924630739182,1.24145368010787,1.19219890647003,-0.338268903213966
Bratsk,-0.945833325386047,373,60.9255638122559,10.4916667938232,21.367956161499,1411.13500976562,49.0999984741211,0.11370000243187,0.0187914296984673,3.14881992340088,0.521210014820099,0.282440006732941,1.37627506256104,6.83249998092651,380,177.574996948242,37.5,38.1500015258789,24.7749996185303,0.104417160153389,NA,NA,NA,NA,NA,NA,56.156997,101.615027,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Irkutsk,246348,3706105.11690297,761767.138943218,1.09964762772124,0.731468170749595,-2.11215695218582,2.72448034447368
Brochet,-4.33750009536743,456,48.6012573242188,10.4750003814697,20.4191036224365,1484.66418457031,51.2999992370605,0.0749600008130074,0.124185845255852,3.17777991294861,0.588060021400452,0.246920004487038,1.10140001773834,5.8274998664856,592,313.274993896484,48.875,27.7000007629395,24.6749992370605,0.710635721683502,NA,NA,NA,NA,NA,NA,57.883223,-101.666596,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Manitoba,278,-3506247.731013,723977.411628691,0.917126265743778,-0.264742202565663,-0.644736709170952,-0.155130473123945
Buchans,2.88333344459534,1223,12.5836410522461,8.98333263397217,25.3766479492188,907.767822265625,35.4000015258789,0.117909997701645,0.0937093272805214,3.06623005867004,0.530680000782013,0.293419986963272,1.3553249835968,5.59749984741211,328,165.875,50.625,37.9500007629395,12,0,NA,NA,NA,NA,NA,NA,48.817032,-56.866591,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Newfoundland and Labrador,685,-3910658.68254923,-2552576.89251686,-2.15343598700016,-3.35754170467487,-1.68926686967411,1.56052966600653
Bugrino,-3.00416660308838,351,33.9218406677246,5.94166660308838,20.630786895752,802.811706542969,28.7999992370605,0.0729399994015694,0.317918568849564,2.61759996414185,0.591390013694763,0.345449984073639,0.982349991798401,6.01749992370605,764,475.700012207031,52.4249992370605,36.5750007629395,11.6000003814697,0.249923259019852,NA,NA,NA,NA,NA,NA,68.807879,49.304163,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Nenets,300,1765145.16058959,-1518041.2354908,-0.237313891609596,-3.23400964446246,1.56719974522366,1.13041270115854
Bukachacha,-4.19583320617676,390,107.187194824219,15.2416667938232,25.4027786254883,1692.23022460938,60,0.0978600010275841,-0.0404222421348095,3.98712015151978,0.707660019397736,0.426119983196259,1.40042507648468,6.97499990463257,344,194.524993896484,41.75,34.3499984741211,24.25,0.866885364055634,NA,NA,NA,NA,NA,NA,52.983341,116.916626,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chita,3372,3711375.73438984,1884242.7270123,1.24692032148408,3.48531715750231,-3.20538704735297,1.05178770286959
Burwash Landing,-3.57083320617676,311,69.7470169067383,12.9750003814697,27.6652450561523,1270.36047363281,46.9000015258789,0.0737399980425835,0.0552995949983597,3.75001001358032,0.676840007305145,0.37406000494957,1.22469997406006,6.49499988555908,411,278.700012207031,48.8250007629395,33.0250015258789,18.3999996185303,0.353683203458786,NA,NA,NA,NA,NA,NA,61.350375,-139.000002,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Yukon,73,-2084138.18094935,2397526.88867107,-0.137769905466108,0.708408239390789,-1.84180858276213,0.98245507880036
Buy,3.27916669845581,609,30.1746978759766,9.24166679382324,23.9421405792236,1055.62231445312,38.5999984741211,0.0999199971556664,0.0419255457818508,4.19226980209351,0.667510032653809,0.417050004005432,1.22637498378754,6.12249994277954,465,169.399993896484,27.4500007629395,46.2000007629395,26.7999992370605,0,NA,NA,NA,NA,NA,NA,58.484685,41.52438,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kostroma,26486,2326753.18950285,-2627662.22666463,-1.27359187129253,0.263992744264102,-0.0901042733187331,4.11519955708005
CEN Boniface River Field Station ,-4.79583358764648,506,52.3706169128418,4.875,11.9778871536255,1282.978515625,40.7000007629395,0.063289999961853,0.30871507525444,3.07803010940552,0.670760035514832,0.30502000451088,1.09809994697571,5.03249979019165,554,365.225006103516,52.625,31.3250007629395,16.7000007629395,0.577951014041901,NA,NA,NA,NA,NA,NA,57.75,-76.166667,Canada ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-3491549.03885142,-859760.837168151,0.326964384084832,-2.13298547493671,0.828895776520651,-0.843876548117505
CEN Clearwater Lake Research Station,-4.15416669845581,589,47.0689659118652,5.85833358764648,14.4293928146362,1262.49291992188,40.5999984741211,0.00584000023081899,-0.322345614433289,2.10658001899719,0.784699976444244,0.0408000014722347,1.08560001850128,5.26749992370605,525,531.375,54.5999984741211,30.25,15.1499996185303,0.1464733928442,NA,NA,NA,NA,NA,NA,56.333333,-74.45,Canada ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-3625000.16291809,-1008709.04668191,1.011329676528,-2.70701854549504,0.129269625668054,-0.202847019836809
CEN Salluit Research Station,-7.75416660308838,419,40.1275672912598,4.92500019073486,12.6606683731079,1238.54284667969,38.9000015258789,0.128849998116493,0.10641934722662,1.75621998310089,0.514149963855743,0.314419984817505,1.16789996623993,5.77750015258789,347,212.074996948242,54.5,30.8250007629395,14.8999996185303,0.951503574848175,NA,NA,NA,NA,NA,NA,62.2,-75.633333,Canada ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-2982548.79350762,-763939.101325827,2.10884969020798,-2.92584101076942,-0.915731955883022,0.298191966330313
CEN Whapmagoostui-Kuujjuarapik Research Station,-3.48749995231628,635,55.4074516296387,8.44166660308838,18.885160446167,1315.46936035156,44.7000007629395,0.0398200005292892,0.267091810703278,3.12424993515015,0.647719979286194,0.228420004248619,1.07009994983673,5.16249990463257,444,265.399993896484,58.9249992370605,28.1499996185303,13.6999998092651,0.0720145478844643,NA,NA,NA,NA,NA,NA,55.266667,-77.75,Canada ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-3800624.34319305,-825196.435670994,-0.828284286362752,-1.92345979543805,-0.623161414235394,-1.50259602011223
"Cambridge Bay, Victoria Island, mesic",-13.9791669845581,131,58.8456077575684,6.97499990463257,14.3223819732666,1584.52233886719,48.6999969482422,0.0946199968457222,0.102241046726704,1.50689995288849,0.489430010318756,0.216130003333092,0.976275026798248,7.34250020980835,962,534.974975585938,38.9500007629395,38.4500007629395,23.7999992370605,1,EC_Tower,"Cambridge Bay, Victoria Island, mesic","Cambridge Bay, Victoria Island, mesic",No,no,,69.2221,-104.8986,Canada,Alexandre Roy,Alexandre.Roy@uqtr.ca,NA,NA,NA,NA,NA,NA,NA,tundra,"CO2,CH4",NA,2022,2024,2022,NA,NA,NA,All year,TRUE,FALSE,no,active,methane,NA,NA,NA,-2204937.1337158,586630.717646007,4.71803730346567,-0.00239827691900885,1.38165105866553,1.6100020405076
"Cambridge Bay, Victoria Island, wetland",-13.9833335876465,134,60.1776657104492,7.08333301544189,14.1666660308838,1606.14770507812,50,0.13782000541687,0.0482915379106998,1.47596001625061,0.457949995994568,0.247370004653931,1.02492499351501,6.9850001335144,935,519.424987792969,46.9500007629395,34.9000015258789,18.7000007629395,1,EC_Tower,"Cambridge Bay, Victoria Island, wetland","Cambridge Bay, Victoria Island, wetland",No,no,,69.2346,-104.9033,Canada,Alexandre Roy,Alexandre.Roy@uqtr.ca,NA,NA,NA,NA,NA,NA,NA,"wetland, tundra","CO2,CH4",NA,2022,2024,2022,NA,NA,NA,All year,TRUE,FALSE,no,active,methane,NA,NA,NA,-2203534.19085554,586451.016063421,4.85954850051244,-0.843294294105387,0.663129537357045,0.739676317592604
Cape Bounty,-17.154167175293,80,70.2045745849609,6.15833282470703,13.7770318984985,1471.67724609375,44.7000007629395,0.153929993510246,0.0175592862069607,1.08072996139526,0.390650004148483,0.190540000796318,1.06159996986389,6.92999982833862,525,337.200012207031,49.5750007629395,33.3250007629395,17.875,1,EC_Tower,NA,Cape Bounty,No,no,,74.917,-109.563,Canada,Elyn Humphreys,elyn.humphreys@carleton.ca,NA,NA,NA,https://www.polardata.ca/pdcsearch/PDCSearch.jsp?doi_id=9938,Gill R3-50,LI-7500,solar,tundra,CO2,"net radiation, PAR, temperature, humidity, soil moisture, soil temperature, pressure, precipitation, snow depth",2008,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,no,active,nonmethane,NA,NA,NA,-1552822.40451008,551805.530028727,5.25690445038476,-1.52940590724052,-0.96213062141996,0.973212673086423
Cape Dorset,-9.23750019073486,442,33.0676689147949,6.17499971389771,14.7727270126343,1281.76220703125,41.7999992370605,0.199489995837212,-0.0670233517885208,1.12050998210907,0.330320000648499,0.17467999458313,1.20192503929138,6.11999988555908,510,323.350006103516,48.875,32.875,18.6000003814697,1,NA,NA,NA,NA,NA,NA,64.31252,-76.538579,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Nunavut,1326,-2758890.80320868,-660386.681581045,3.99402799723549,-3.15176888310863,-1.1181403760118,1.4161757597206
Cascade Ridge,-4.03749990463257,296,68.6851043701172,10.8249998092651,22.0468425750732,1446.06701660156,49.0999984741211,0.104529999196529,0.0195115618407726,3.70150995254517,0.712859988212585,0.379330009222031,1.05707490444183,5.8274998664856,588,311.950012207031,37.1749992370605,48.4500007629395,15.125,0.38802632689476,EC_Tower,NA,Cascade Ridge,No,no,US-Fcr,65.3968,-148.9348,USA,Masahito Ueyama,miyabi-flux@muh.biglobe.ne.jp,https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:US-Fcr,"Iwata, H., Ueyama, M., Iwama, C., & Harazono, Y. (2013). Variations in fraction of absorbed photosynthetically active radiation and comparisons with MODIS data in burned black spruce forests of interior Alaska. Polar Science, 7(2), 113-124. doi:https://doi.org/10.1016/j.polar.2013.03.004","Iwata et al. (2013), https://doi.org/10.1016/j.polar.2013.03.004",http://ameriflux.lbl.gov/sites/siteinfo/US-Fcr,"CSAT-3, Young 81000","EC150, LI-7500",solar,forest,CO2,"net radiation, PAR, soil moisture, pressure, precipitation",2011,2014,NA,NA,NA,NA,All year,TRUE,FALSE,no,inactive,nonmethane,NA,NA,NA,-1400142.77711437,2324233.78734542,0.800668642297193,1.11716353728784,0.333286190688546,1.35857755333979
Cat Lake,-0.408333271741867,696,46.8762550354004,10.4333333969116,21.4677639007568,1370.97485351562,48.5999984741211,0.0296100005507469,0.396248757839203,4.32692003250122,0.691670000553131,0.256859987974167,1.1542249917984,5.14750003814697,396,252.524993896484,49.2000007629395,30.2250003814697,21.5750007629395,0.00319453747943044,NA,NA,NA,NA,NA,NA,51.717036,-91.799989,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Ontario,277,-4313143.38768119,135545.162702504,-1.97862136070145,-0.358488627567874,-0.424262659186978,-0.818439491156966
Central Marsh,-11.8874998092651,107,84.1999893188477,5.99166679382324,15.442440032959,1269.2841796875,38.7999992370605,0.088919997215271,0.352324932813644,2.33015012741089,0.668079972267151,0.369489997625351,0.823650002479553,6.08500003814697,868,592.849975585938,48.9749984741211,32.2249984741211,19.25,1,EC_Tower,NA,Central Marsh,No,no,US-CMS,71.3202,-156.6223,USA,"Masahito Ueyama, Walter Oechel, Donatella Zona","miyabi-flux@muh.biglobe.ne.jp, dzona@mail.sdsu.edu, woechel@mail.sdsu.edu",https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:US-Cms,"Harazono, Y., Mano, M., Miyata, A., Zulueta, R. C., and Oechel, W. C.: Inter-annual carbon dioxide uptake of a wet sedge tundra ecosystem in the Arctic, Tellus B, 55, 215-231, 2003.","Harazono et al. (2003), https://doi.org/10.1034/j.1600-0889.2003.00012.x",http://ameriflux.lbl.gov/sites/siteinfo/US-CMS,DA600,"LI-7500, E009E",commercial,wetland,"CO2,CH4","net radiation, PAR, soil moisture, pressure, precipitation",1999,2005,1999,2005,NA,NA,All year,TRUE,FALSE,no,inactive,methane,NA,NA,NA,-812250.310346164,1879005.84693468,2.56776358633753,-0.980490580345644,2.16676830071296,-0.137834048194164
Chegdomyn,-2.52083349227905,676,92.1627044677734,12.7916660308838,20.5984973907471,1780.6005859375,62.0999984741211,0.0705400034785271,0.0451012551784515,4.86993980407715,0.779699981212616,0.442719995975494,1.1988000869751,6.10500001907349,782,284.325012207031,42.0999984741211,36.25,22.2250003814697,0.0741947293281555,NA,NA,NA,NA,NA,NA,51.117796,133.024118,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khabarovsk,14855,3207964.40380393,2994000.79789606,-0.188622777421788,2.66785731503843,-0.754162170711703,0.035128364612723
Cherepovets,3.52500009536743,652,28.2858581542969,8.73333358764648,23.539981842041,1022.73364257812,37.0999984741211,0.098580002784729,0.0125929210335016,2.64436006546021,0.422989994287491,0.230879992246628,1.40232491493225,6.375,378,190.600006103516,41.2999992370605,37.7750015258789,21.3500003814697,0,NA,NA,NA,NA,NA,NA,59.140433,37.909975,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Vologda,311850,2109417.74030274,-2708693.39437472,-0.302470265063296,-1.83450838507097,-1.82080155041053,3.12454144531315
Chernyshevskiy,-7.39166688919067,322,54.5917205810547,8.25,14.5759716033936,1774.82250976562,56.6000022888184,0.0992299988865852,0.0527061745524406,2.81066989898682,0.620000004768372,0.349200010299683,1.1690000295639,6.27250003814697,679,331.174987792969,29.8500003814697,44.7750015258789,25.0249996185303,0.902821719646454,NA,NA,NA,NA,NA,NA,63.012755,112.471419,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),5137,2758794.65664117,1141118.20436105,2.7506637864468,1.65655780174975,0.713943328635834,1.61031650925192
"Chersky, Pleistocene Park",-11.4333333969116,169,60.859260559082,8.93333339691162,16.1543102264404,1773.85852050781,55.2999992370605,0.0532299987971783,0.128124475479126,3.09782004356384,0.764970004558563,0.345930010080338,1.30305004119873,6.08500003814697,518,283.149993896484,33.4749984741211,50.7999992370605,16.3500003814697,1,EC_Tower,NA,"Chersky, Pleistocene Park",No,yes end year changed to 2024,,68.5135,161.5312,Russia,"Eugenie Euskirchen, Colin Edgar","seeuskirchen@alaska.edu, cedgar3@alaska.edu",NA,"Euskirchen, E. S., Edgar, C. W., Syndonia Bret-Harte, M., Kade, A., Zimov, N., & Zimov, S. (2017). Interannual and Seasonal Patterns of Carbon Dioxide, Water, and Energy Fluxes From Ecotonal and Thermokarst-Impacted Ecosystems on Carbon-Rich Permafrost Soils in Northeastern Siberia. J. Geophys. Res.-Biogeo., 122(10), 2651-2668. doi:10.1002/2017JG004070","Euskirchen et al. (2017), https://doi.org/10.1002/2017JG004070",http://arc-lter.ecosystems.mbl.edu/aon/aon-cherskii,CSAT-3,LI-7500,diesel generator,forest,CO2,NA,2008,2024,NA,NA,NA,NA,All year,TRUE,FALSE,no,active,nonmethane,NA,NA,NA,748001.887837512,2239594.17852572,2.11344493274015,2.22984166714482,0.34100522844542003,0.672725628351074
"Chersky, control",-11.5375003814697,172,55.7101974487305,8.85833358764648,15.9036512374878,1788.62707519531,55.6999969482422,0.0799100026488304,0.129202112555504,2.91075992584229,0.727190017700195,0.417780011892319,1.22702503204346,6.05249977111816,797,471.524993896484,29.3500003814697,52.6500015258789,17.7999992370605,1,EC_Tower,"Chersky, control","Chersky, control",No,no,RU-Ch2,68.6169,161.3509,Russia,Mathias Goeckede,mgoeck@bgc-jena.mpg.de,NA,"Kittler, F., Heimann, M., Kolle, O., Zimov, N., Zimov, S., & Goeckede, M. (2017). Long-Term Drainage Reduces CO2 Uptake and CH4 Emissions in a Siberian Permafrost Ecosystem. Glob. Biogeochem. Cy., 31(12), 1704-1717. doi:10.1002/2017gb005774","Kittler et al. (2017), https://doi.org/10.1002/2017gb005774",NA,Metek USA-1,LGR FGGA,diesel generator,wetland,"CO2,CH4","net radiation, PAR, temperature, humidity, soil moisture, soil temperature, pressure, precipitation, snow depth",2013,2024,2014,NA,NA,NA,All year,TRUE,FALSE,no,active,methane,NA,NA,NA,751329.655271268,2226218.20675898,2.58230238596604,2.21179085641146,1.82127193707192,1.01792832566704
"Chersky, drained",-11.5083332061768,172,57.2843055725098,8.90000057220459,15.949821472168,1790.00366210938,55.7999992370605,0.0791300013661385,0.108860194683075,2.94957995414734,0.724519968032837,0.426389992237091,1.21159994602203,6.08750009536743,826,457.975006103516,30.9750003814697,53.0250015258789,16.7999992370605,1,EC_Tower,"Chersky, drained","Chersky, drained",No,no,RU-Che,68.613,161.3414,Russia,Mathias Goeckede,mgoeck@bgc-jena.mpg.de,https://fluxnet.org/data/download-data/,"Kittler, F., Heimann, M., Kolle, O., Zimov, N., Zimov, S., & Goeckede, M. (2017). Long-Term Drainage Reduces CO2 Uptake and CH4 Emissions in a Siberian Permafrost Ecosystem. Glob. Biogeochem. Cy., 31(12), 1704-1717. doi:10.1002/2017gb005774","Kittler et al. (2017), https://doi.org/10.1002/2017gb005774",https://fluxnet.org/sites/siteinfo/RU-Che; http://gaia.agraria.unitus.it/home/data/request-data,Metek USA-1,"LGR FGGA, LI-7500",diesel generator,wetland,"CO2,CH4","net radiation, PAR, temperature, humidity, soil moisture, soil temperature, pressure, precipitation",2013,2024,2014,NA,NA,NA,All year,TRUE,FALSE,no,active,methane,NA,NA,NA,751838.976343042,2226508.82259485,2.59586735601991,2.16906682347593,1.77373414040578,0.943442529740651
Chevery,1.54583334922791,1182,20.4469909667969,8.77499961853027,23.0314960479736,1026.81652832031,38.0999984741211,0.0765599980950356,0.366400003433228,4.93515014648438,0.733980000019073,0.418999999761581,1.24867510795593,5.48000001907349,499,209.824996948242,57.0499992370605,28.0249996185303,15.2749996185303,0,NA,NA,NA,NA,NA,NA,50.481323,-59.609783,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Québec,284,-3852076.1062326,-2259115.5945182,-3.48350363624858,-2.57970934981293,-0.742462466530231,-0.122052042221899
Chicoutimi,3.125,1053,25.7664260864258,11.1999998092651,23.6786479949951,1257.65747070312,47.2999992370605,0.0799499973654747,0.108283646404743,3.54772996902466,0.529590010643005,0.295489996671677,1.3935250043869,6.09749984741211,210,126.824996948242,49.875,31.25,19.6749992370605,0,NA,NA,NA,NA,NA,NA,48.433309,-71.066706,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Québec,53940,-4462191.49112287,-1530647.07930103,-1.72123644562912,-1.29462807851463,-2.57032256221574,1.04812792929874
